InvoiceNo,InvoiceDate,CustomerID,Country,StockCode,Description,Quantity,UnitPrice
INV-0471-004,2025-01-17,C0471,India,SKU-657,Yoga Mat,2,156.66
INV-0472-001,2024-10-30,C0472,India,SKU-182,Phone Case,5,20.64
INV-0472-002,2024-08-28,C0472,India,SKU-235,Backpack,3,20.54
INV-0472-003,2024-12-10,C0472,India,SKU-881,Desk Organizer,4,36.03
INV-0472-004,2024-08-07,C0472,Germany,SKU-827,Coffee Beans 500g,1,66.2
INV-0472-005,2025-01-11,C0472,United Kingdom,SKU-731,Cotton T-Shirt,3,58.51
INV-0472-006,2024-10-18,C0472,India,SKU-859,Water Bottle,3,36.86
INV-0472-007,2025-01-19,C0472,India,SKU-884,LED Bulb,3,50.89
INV-0473-001,2024-07-12,C0473,USA,SKU-144,Desk Organizer,2,75.72
INV-0473-002,2025-03-20,C0473,India,SKU-776,Desk Organizer,4,70.91
INV-0473-003,2024-10-10,C0473,United Kingdom,SKU-394,Cotton T-Shirt,1,125.79
INV-0473-004,2024-10-29,C0473,India,SKU-316,Backpack,1,126.64
INV-0474-001,2025-04-04,C0474,India,SKU-523,Yoga Mat,1,66.43
INV-0475-001,2025-06-09,C0475,India,SKU-360,Cotton T-Shirt,2,76.44
INV-0475-002,2025-09-15,C0475,India,SKU-237,Backpack,2,89.16
INV-0475-003,2025-11-06,C0475,USA,SKU-946,Cotton T-Shirt,1,53.68
INV-0475-004,2025-10-09,C0475,India,SKU-478,LED Bulb,2,85.12
INV-0475-005,2025-08-28,C0475,United Kingdom,SKU-411,Phone Case,1,184.59
INV-0475-006,2025-03-26,C0475,India,SKU-529,Backpack,2,49.3
INV-0475-007,2025-05-07,C0475,India,SKU-307,Coffee Beans 500g,2,43.58
INV-0475-008,2025-10-06,C0475,India,SKU-148,Water Bottle,2,45.7
INV-0475-009,2025-04-05,C0475,USA,SKU-435,Phone Case,1,54.23
INV-0475-010,2025-03-27,C0475,United Kingdom,SKU-385,Notebook Pack,2,66.13
INV-0475-011,2025-05-03,C0475,India,SKU-854,Coffee Beans 500g,5,35.91
INV-0476-001,2025-07-26,C0476,India,SKU-366,Desk Organizer,2,51.36
INV-0476-002,2025-05-02,C0476,USA,SKU-985,Wireless Mouse,4,33.89
INV-0476-003,2025-06-14,C0476,India,SKU-590,Coffee Beans 500g,1,110.48
INV-0476-004,2025-05-25,C0476,India,SKU-577,Phone Case,2,35.34
INV-0477-001,2025-09-24,C0477,United Kingdom,SKU-870,LED Bulb,4,6.2
INV-0478-001,2025-08-19,C0478,Germany,SKU-272,LED Bulb,4,17.1
INV-0478-002,2025-02-15,C0478,India,SKU-981,LED Bulb,1,69.37
INV-0478-003,2025-12-05,C0478,India,SKU-818,Cotton T-Shirt,5,21.15
INV-0478-004,2025-07-22,C0478,United Kingdom,SKU-866,Coffee Beans 500g,5,8.88
INV-0478-005,2025-04-02,C0478,India,SKU-452,Wireless Mouse,2,18.64
INV-0478-006,2025-06-23,C0478,India,SKU-220,Wireless Mouse,3,25.61
INV-0478-007,2025-10-15,C0478,USA,SKU-821,Notebook Pack,5,8.98
INV-0478-008,2025-09-16,C0478,United Kingdom,SKU-865,Desk Organizer,3,32.24
INV-0478-009,2025-05-13,C0478,India,SKU-524,Cotton T-Shirt,3,26.59
INV-0479-001,2025-07-05,C0479,India,SKU-378,Backpack,4,16.03
INV-0480-001,2025-12-01,C0480,United Kingdom,SKU-622,Cotton T-Shirt,1,98.13
INV-0480-002,2025-05-15,C0480,India,SKU-731,Backpack,4,10.59
INV-0480-003,2025-05-28,C0480,India,SKU-920,Coffee Beans 500g,2,43.15
INV-0480-004,2025-06-18,C0480,India,SKU-404,Notebook Pack,2,49.92
INV-0480-005,2025-04-12,C0480,India,SKU-602,Cotton T-Shirt,1,69.02
INV-0480-006,2025-06-10,C0480,India,SKU-152,Backpack,3,22.91
INV-0480-007,2025-09-13,C0480,India,SKU-198,Notebook Pack,1,89.25
INV-0481-001,2025-11-28,C0481,Germany,SKU-436,Backpack,5,22.09
INV-0481-002,2025-11-01,C0481,USA,SKU-805,Phone Case,2,62.55
INV-0482-001,2024-08-31,C0482,USA,SKU-879,Backpack,3,58.31
INV-0482-002,2024-09-18,C0482,Germany,SKU-974,LED Bulb,4,58.57
INV-0482-003,2024-08-09,C0482,Germany,SKU-700,Cotton T-Shirt,2,77.96
INV-0482-004,2024-12-05,C0482,United Kingdom,SKU-389,Backpack,4,58.54
INV-0482-005,2024-11-15,C0482,Germany,SKU-318,LED Bulb,4,60.39
INV-0482-006,2025-01-24,C0482,USA,SKU-959,Desk Organizer,4,56.29
INV-0482-007,2024-12-07,C0482,Germany,SKU-121,Phone Case,4,18.48
INV-0483-001,2025-03-13,C0483,India,SKU-376,Wireless Mouse,5,67.95
INV-0483-002,2025-11-02,C0483,India,SKU-974,Backpack,3,145.32
INV-0483-003,2025-06-23,C0483,Germany,SKU-679,Phone Case,1,320.57
INV-0483-004,2025-07-14,C0483,USA,SKU-764,Backpack,3,79.2
INV-0483-005,2025-05-11,C0483,India,SKU-908,LED Bulb,3,151.21
INV-0483-006,2025-10-01,C0483,United Kingdom,SKU-647,Desk Organizer,2,79.95
INV-0483-007,2025-06-13,C0483,India,SKU-658,Notebook Pack,3,129.94
INV-0483-008,2025-03-28,C0483,India,SKU-884,LED Bulb,4,96.17
INV-0483-009,2025-12-04,C0483,India,SKU-548,Water Bottle,3,116.41
INV-0483-010,2025-06-03,C0483,Germany,SKU-494,Desk Organizer,4,95.22
INV-0483-011,2025-12-18,C0483,Germany,SKU-682,Desk Organizer,5,53.13
INV-0483-012,2025-05-16,C0483,Germany,SKU-157,Cotton T-Shirt,3,146.56
INV-0483-013,2025-07-26,C0483,India,SKU-204,Cotton T-Shirt,1,404.22
INV-0483-014,2025-03-13,C0483,USA,SKU-370,Wireless Mouse,2,124.1
INV-0483-015,2025-02-12,C0483,United Kingdom,SKU-860,Backpack,3,42.57
INV-0484-001,2025-02-14,C0484,India,SKU-289,Backpack,2,54.37
INV-0484-002,2025-05-17,C0484,India,SKU-195,Coffee Beans 500g,3,55.66
INV-0484-003,2025-01-11,C0484,India,SKU-702,Yoga Mat,5,50.1
INV-0484-004,2025-07-08,C0484,United Kingdom,SKU-185,Water Bottle,4,37.9
INV-0484-005,2025-01-15,C0484,United Kingdom,SKU-463,Water Bottle,4,44.37
INV-0484-006,2025-06-13,C0484,USA,SKU-345,Wireless Mouse,4,63.87
INV-0484-007,2025-06-02,C0484,USA,SKU-939,Cotton T-Shirt,4,23.45
INV-0484-008,2025-05-27,C0484,Germany,SKU-901,Backpack,2,65.06
INV-0485-001,2025-04-11,C0485,India,SKU-600,LED Bulb,4,18.78
INV-0485-002,2025-04-28,C0485,Germany,SKU-987,Yoga Mat,2,88.03
INV-0485-003,2024-10-28,C0485,India,SKU-951,Wireless Mouse,3,38.11
INV-0485-004,2025-01-05,C0485,Germany,SKU-928,LED Bulb,1,248.76
INV-0485-005,2024-08-28,C0485,India,SKU-909,Coffee Beans 500g,4,28.67
INV-0485-006,2024-08-13,C0485,India,SKU-420,Notebook Pack,5,42.9
INV-0486-001,2025-04-13,C0486,India,SKU-897,Desk Organizer,1,365.14
INV-0486-002,2025-05-22,C0486,India,SKU-408,Yoga Mat,3,71.51
INV-0486-003,2025-06-26,C0486,India,SKU-916,Backpack,2,148.79
INV-0486-004,2025-06-09,C0486,United Kingdom,SKU-536,Water Bottle,2,170.41
INV-0486-005,2025-09-07,C0486,United Kingdom,SKU-349,Desk Organizer,5,53.28
INV-0486-006,2025-09-29,C0486,USA,SKU-314,Coffee Beans 500g,5,55.57
INV-0486-007,2025-12-14,C0486,United Kingdom,SKU-663,Water Bottle,1,126.37
INV-0486-008,2025-04-04,C0486,India,SKU-732,LED Bulb,2,135.04
INV-0486-009,2025-06-23,C0486,USA,SKU-914,Wireless Mouse,2,81.21
INV-0486-010,2025-03-23,C0486,India,SKU-384,Coffee Beans 500g,4,29.6
INV-0486-011,2025-11-18,C0486,India,SKU-685,Phone Case,2,193.01
INV-0486-012,2025-06-24,C0486,United Kingdom,SKU-564,LED Bulb,4,44.08
INV-0486-013,2025-12-23,C0486,United Kingdom,SKU-820,Wireless Mouse,5,26.65
INV-0486-014,2025-11-02,C0486,USA,SKU-299,Yoga Mat,3,67.64
INV-0486-015,2025-09-30,C0486,India,SKU-933,Coffee Beans 500g,4,36.76
INV-0486-016,2025-10-17,C0486,India,SKU-715,Notebook Pack,1,220.66
INV-0486-017,2025-12-23,C0486,USA,SKU-558,Water Bottle,4,74.85
INV-0486-018,2025-09-02,C0486,United Kingdom,SKU-865,Yoga Mat,2,187.08
INV-0487-001,2025-05-15,C0487,USA,SKU-145,Wireless Mouse,3,11.21
INV-0487-002,2024-12-21,C0487,India,SKU-215,LED Bulb,2,11.78
INV-0487-003,2025-08-10,C0487,India,SKU-151,Coffee Beans 500g,4,3.26
INV-0487-004,2025-06-22,C0487,India,SKU-573,Cotton T-Shirt,4,5.8
INV-0487-005,2025-08-03,C0487,United Kingdom,SKU-708,Water Bottle,3,4.9
INV-0487-006,2025-01-31,C0487,USA,SKU-106,Water Bottle,1,31.6
INV-0488-001,2025-07-28,C0488,India,SKU-640,Phone Case,5,3.88
INV-0488-002,2025-03-02,C0488,United Kingdom,SKU-431,Notebook Pack,1,27.12
INV-0488-003,2025-08-18,C0488,USA,SKU-217,Water Bottle,2,13.39
INV-0488-004,2025-11-23,C0488,Germany,SKU-251,Coffee Beans 500g,1,12.76
INV-0488-005,2025-10-16,C0488,India,SKU-300,Yoga Mat,3,5.01
INV-0489-001,2025-04-09,C0489,India,SKU-188,Phone Case,2,227.07
INV-0489-002,2025-09-09,C0489,India,SKU-740,LED Bulb,5,35.4
INV-0489-003,2025-06-18,C0489,India,SKU-274,LED Bulb,2,114.13
INV-0489-004,2025-03-11,C0489,United Kingdom,SKU-802,Backpack,4,70.36
INV-0489-005,2025-05-05,C0489,India,SKU-597,Yoga Mat,5,75.98
INV-0489-006,2025-05-27,C0489,India,SKU-588,Wireless Mouse,5,43.93
INV-0489-007,2025-02-10,C0489,India,SKU-224,Water Bottle,5,90.54
INV-0489-008,2025-10-24,C0489,USA,SKU-108,Coffee Beans 500g,4,117.62
INV-0489-009,2025-02-12,C0489,United Kingdom,SKU-870,LED Bulb,2,132.06
INV-0489-010,2025-05-12,C0489,India,SKU-150,Notebook Pack,3,115.07
INV-0489-011,2025-06-06,C0489,USA,SKU-303,Cotton T-Shirt,5,71.17
INV-0489-012,2025-03-25,C0489,India,SKU-162,LED Bulb,2,145.3
INV-0489-013,2025-10-08,C0489,India,SKU-179,LED Bulb,4,55.11
INV-0489-014,2025-12-04,C0489,United Kingdom,SKU-400,Wireless Mouse,5,51.97
INV-0489-015,2025-12-16,C0489,United Kingdom,SKU-818,Phone Case,3,117.13
INV-0489-016,2025-10-23,C0489,India,SKU-594,Notebook Pack,3,157.11
INV-0489-017,2025-03-28,C0489,India,SKU-428,Wireless Mouse,3,152.38
INV-0489-018,2025-10-18,C0489,United Kingdom,SKU-806,Desk Organizer,1,178.45
INV-0489-019,2025-09-14,C0489,Germany,SKU-428,Desk Organizer,2,102.72
INV-0489-020,2025-09-27,C0489,India,SKU-797,Coffee Beans 500g,5,47.04
INV-0489-021,2025-03-31,C0489,India,SKU-961,Water Bottle,1,284.2
INV-0489-022,2025-09-11,C0489,India,SKU-826,Water Bottle,3,59.91
INV-0489-023,2025-07-13,C0489,Germany,SKU-337,Notebook Pack,5,26.36
INV-0489-024,2025-09-11,C0489,Germany,SKU-332,Phone Case,4,106.8
INV-0489-025,2025-03-21,C0489,India,SKU-362,Water Bottle,4,100.16
INV-0489-026,2025-04-05,C0489,USA,SKU-253,LED Bulb,5,70.82
INV-0489-027,2025-03-17,C0489,United Kingdom,SKU-688,Wireless Mouse,4,93.57
INV-0490-001,2025-05-14,C0490,India,SKU-481,Water Bottle,1,153.84
INV-0490-002,2025-04-26,C0490,United Kingdom,SKU-898,Yoga Mat,5,55.66
INV-0490-003,2025-03-10,C0490,India,SKU-449,Notebook Pack,1,313.65
INV-0490-004,2025-11-28,C0490,Germany,SKU-936,Desk Organizer,2,90.8
INV-0490-005,2025-07-29,C0490,India,SKU-902,Notebook Pack,1,251.7
INV-0490-006,2025-08-09,C0490,India,SKU-295,LED Bulb,1,257.54
INV-0490-007,2025-10-06,C0490,India,SKU-866,Cotton T-Shirt,5,34.44
INV-0490-008,2025-08-12,C0490,India,SKU-712,Backpack,2,112.98
INV-0490-009,2025-02-15,C0490,India,SKU-597,Water Bottle,4,132.98
INV-0490-010,2025-08-31,C0490,India,SKU-374,Backpack,2,128.08
INV-0490-011,2025-11-05,C0490,Germany,SKU-255,Desk Organizer,5,51.12
INV-0490-012,2025-05-09,C0490,United Kingdom,SKU-637,Desk Organizer,3,91.85
INV-0490-013,2025-08-27,C0490,United Kingdom,SKU-599,Cotton T-Shirt,5,110.67
INV-0490-014,2025-11-23,C0490,India,SKU-265,LED Bulb,1,385.44
INV-0490-015,2025-06-20,C0490,India,SKU-162,Water Bottle,1,250.74
INV-0490-016,2025-02-18,C0490,India,SKU-265,Cotton T-Shirt,3,100.46
INV-0490-017,2025-03-02,C0490,India,SKU-680,Notebook Pack,5,56.61
INV-0490-018,2025-06-29,C0490,USA,SKU-366,Yoga Mat,2,164.24
INV-0491-001,2025-04-16,C0491,India,SKU-353,Cotton T-Shirt,1,87.29
INV-0491-002,2025-02-05,C0491,USA,SKU-433,LED Bulb,2,53.5
INV-0491-003,2025-10-26,C0491,India,SKU-451,Wireless Mouse,1,118.82
INV-0491-004,2025-09-03,C0491,United Kingdom,SKU-698,Coffee Beans 500g,3,25.05
INV-0491-005,2025-10-27,C0491,United Kingdom,SKU-801,Water Bottle,2,65.23
INV-0491-006,2025-07-21,C0491,India,SKU-430,Backpack,1,186.38
INV-0491-007,2025-10-29,C0491,Germany,SKU-556,Coffee Beans 500g,1,181.55
INV-0491-008,2025-10-14,C0491,India,SKU-292,Coffee Beans 500g,2,66.09
INV-0492-001,2025-06-24,C0492,United Kingdom,SKU-559,Yoga Mat,5,9.54
INV-0492-002,2025-09-12,C0492,United Kingdom,SKU-626,Yoga Mat,2,10.11
INV-0492-003,2025-05-13,C0492,Germany,SKU-784,Cotton T-Shirt,2,12.03
INV-0492-004,2025-03-14,C0492,India,SKU-667,Desk Organizer,3,16.71
INV-0492-005,2025-03-20,C0492,India,SKU-333,Phone Case,4,4.4
INV-0493-001,2024-12-10,C0493,India,SKU-365,Yoga Mat,5,58.41
INV-0493-002,2025-08-17,C0493,USA,SKU-777,Cotton T-Shirt,5,63.82
INV-0493-003,2025-06-11,C0493,United Kingdom,SKU-830,Water Bottle,1,207.2
INV-0493-004,2025-01-11,C0493,India,SKU-596,LED Bulb,1,188.75
INV-0493-005,2025-05-15,C0493,United Kingdom,SKU-600,Phone Case,3,93.2
INV-0494-001,2025-07-11,C0494,India,SKU-947,Phone Case,4,13.8
INV-0494-002,2025-03-13,C0494,United Kingdom,SKU-818,Phone Case,3,48.88
INV-0494-003,2025-03-15,C0494,India,SKU-574,Coffee Beans 500g,5,10.77
INV-0494-004,2025-07-17,C0494,USA,SKU-244,LED Bulb,3,36.83
INV-0494-005,2025-08-18,C0494,India,SKU-306,Yoga Mat,1,128.17
INV-0494-006,2025-03-28,C0494,United Kingdom,SKU-836,Wireless Mouse,3,31.47
INV-0494-007,2025-01-30,C0494,India,SKU-305,Water Bottle,3,48.42
INV-0494-008,2025-10-17,C0494,India,SKU-955,Water Bottle,4,35.36
INV-0495-001,2025-05-30,C0495,India,SKU-671,Wireless Mouse,5,27.07
INV-0495-002,2024-12-31,C0495,India,SKU-455,Notebook Pack,1,95.37
INV-0495-003,2025-06-10,C0495,India,SKU-374,Coffee Beans 500g,5,39.21
INV-0495-004,2025-05-27,C0495,India,SKU-816,Water Bottle,3,56.7
INV-0495-005,2025-07-19,C0495,United Kingdom,SKU-409,Notebook Pack,4,56.74
INV-0495-006,2025-03-19,C0495,India,SKU-518,Cotton T-Shirt,3,19.87
INV-0495-007,2025-03-21,C0495,India,SKU-177,Phone Case,2,54.31
INV-0495-008,2025-07-21,C0495,Germany,SKU-906,Desk Organizer,2,74.18
INV-0495-009,2025-08-04,C0495,India,SKU-535,Coffee Beans 500g,5,38.98
INV-0496-001,2025-07-18,C0496,USA,SKU-339,Phone Case,5,24.49
INV-0496-002,2025-06-05,C0496,USA,SKU-978,Wireless Mouse,4,33.29
INV-0496-003,2025-04-27,C0496,USA,SKU-833,Desk Organizer,3,40.6
INV-0496-004,2025-05-31,C0496,India,SKU-989,Wireless Mouse,3,56.38
INV-0496-005,2025-07-12,C0496,USA,SKU-213,Coffee Beans 500g,3,50.95
INV-0496-006,2025-06-15,C0496,United Kingdom,SKU-240,Cotton T-Shirt,3,31.3
INV-0496-007,2025-10-08,C0496,United Kingdom,SKU-345,Backpack,5,34.95
INV-0496-008,2025-02-15,C0496,Germany,SKU-170,Coffee Beans 500g,4,47.66
INV-0496-009,2025-11-04,C0496,India,SKU-267,Water Bottle,4,75.24
INV-0496-010,2025-06-08,C0496,India,SKU-202,Water Bottle,3,111.16
INV-0496-011,2025-05-17,C0496,India,SKU-377,Cotton T-Shirt,3,70.89
INV-0496-012,2025-09-23,C0496,United Kingdom,SKU-356,Yoga Mat,2,102.01
INV-0496-013,2025-03-30,C0496,India,SKU-181,LED Bulb,1,358.57
INV-0496-014,2025-11-26,C0496,India,SKU-791,Wireless Mouse,5,41.9
INV-0496-015,2025-07-18,C0496,India,SKU-725,Water Bottle,3,118.19
INV-0496-016,2025-04-14,C0496,India,SKU-511,LED Bulb,4,85.0
INV-0496-017,2025-03-06,C0496,United Kingdom,SKU-291,Cotton T-Shirt,1,229.06
INV-0496-018,2025-09-10,C0496,India,SKU-182,Water Bottle,5,44.83
INV-0496-019,2025-04-08,C0496,United Kingdom,SKU-788,LED Bulb,5,69.78
INV-0496-020,2025-09-02,C0496,United Kingdom,SKU-730,Notebook Pack,2,150.1
INV-0496-021,2025-12-24,C0496,United Kingdom,SKU-925,LED Bulb,5,45.75
INV-0496-022,2025-12-29,C0496,United Kingdom,SKU-597,Backpack,1,220.5
INV-0496-023,2025-12-17,C0496,India,SKU-903,Phone Case,1,283.36
INV-0497-001,2025-07-12,C0497,India,SKU-768,Backpack,3,22.18
INV-0497-002,2025-03-30,C0497,United Kingdom,SKU-344,Phone Case,4,29.02
INV-0497-003,2025-10-22,C0497,India,SKU-753,Phone Case,4,11.28
INV-0497-004,2025-01-24,C0497,India,SKU-386,Wireless Mouse,2,49.68
INV-0497-005,2025-02-23,C0497,India,SKU-172,Cotton T-Shirt,3,26.68
INV-0497-006,2025-02-18,C0497,India,SKU-391,Yoga Mat,4,24.17
INV-0497-007,2025-08-21,C0497,India,SKU-674,Backpack,4,24.94
INV-0497-008,2025-03-24,C0497,USA,SKU-140,Desk Organizer,4,13.33
INV-0498-001,2025-11-01,C0498,India,SKU-459,Wireless Mouse,2,78.65
INV-0498-002,2025-09-29,C0498,India,SKU-716,Wireless Mouse,3,34.01
INV-0498-003,2025-07-21,C0498,India,SKU-842,Cotton T-Shirt,2,97.99
INV-0498-004,2025-03-19,C0498,India,SKU-190,LED Bulb,1,176.76
INV-0498-005,2025-06-20,C0498,Germany,SKU-918,Yoga Mat,1,190.41
INV-0498-006,2025-02-02,C0498,India,SKU-971,Cotton T-Shirt,4,23.85
INV-0498-007,2025-06-05,C0498,India,SKU-140,Yoga Mat,4,48.22
INV-0498-008,2025-04-16,C0498,Germany,SKU-226,Wireless Mouse,3,78.55
INV-0498-009,2025-03-01,C0498,India,SKU-822,Desk Organizer,5,17.71
INV-0498-010,2025-04-30,C0498,India,SKU-498,LED Bulb,2,94.64
INV-0498-011,2025-05-10,C0498,India,SKU-969,Coffee Beans 500g,4,33.08
INV-0498-012,2025-10-26,C0498,India,SKU-540,Notebook Pack,1,194.87
INV-0498-013,2025-05-10,C0498,USA,SKU-311,Coffee Beans 500g,3,69.85
INV-0499-001,2025-05-04,C0499,India,SKU-944,Water Bottle,3,28.96
INV-0499-002,2025-05-29,C0499,United Kingdom,SKU-988,Desk Organizer,2,161.01
INV-0499-003,2025-05-15,C0499,United Kingdom,SKU-635,Wireless Mouse,5,55.31
INV-0499-004,2025-07-07,C0499,USA,SKU-576,Cotton T-Shirt,5,60.56
INV-0499-005,2025-05-22,C0499,India,SKU-802,Yoga Mat,5,40.08
INV-0499-006,2024-11-18,C0499,India,SKU-667,Phone Case,4,21.7
INV-0499-007,2025-07-02,C0499,USA,SKU-947,Backpack,5,18.37
INV-0499-008,2025-04-13,C0499,United Kingdom,SKU-343,Phone Case,5,29.04
INV-0499-009,2025-06-07,C0499,Germany,SKU-476,Yoga Mat,4,57.18
INV-0500-001,2024-08-29,C0500,Germany,SKU-131,Water Bottle,1,245.87
INV-0500-002,2024-09-16,C0500,India,SKU-142,Wireless Mouse,5,48.21
INV-0500-003,2024-10-30,C0500,Germany,SKU-627,Notebook Pack,2,120.47
INV-0500-004,2024-11-14,C0500,India,SKU-185,Notebook Pack,4,54.99
INV-0500-005,2024-07-15,C0500,United Kingdom,SKU-123,Phone Case,2,139.27
INV-0501-001,2025-02-14,C0501,USA,SKU-571,Phone Case,1,34.85
INV-0501-002,2025-08-16,C0501,India,SKU-916,Water Bottle,3,12.0
INV-0501-003,2025-05-13,C0501,Germany,SKU-147,LED Bulb,4,11.95
INV-0501-004,2025-06-13,C0501,India,SKU-415,Coffee Beans 500g,1,42.74
INV-0501-005,2025-06-29,C0501,United Kingdom,SKU-230,Cotton T-Shirt,3,14.89
INV-0502-001,2025-07-08,C0502,United Kingdom,SKU-148,Notebook Pack,4,8.73
INV-0502-002,2025-09-21,C0502,India,SKU-733,Backpack,3,5.25
INV-0503-001,2025-07-14,C0503,India,SKU-437,Desk Organizer,1,60.26
INV-0503-002,2025-08-03,C0503,India,SKU-131,Notebook Pack,2,99.76
INV-0503-003,2025-06-14,C0503,India,SKU-507,LED Bulb,1,144.11
INV-0503-004,2025-06-15,C0503,India,SKU-262,LED Bulb,4,50.19
INV-0503-005,2025-05-12,C0503,USA,SKU-535,Water Bottle,2,48.52
INV-0503-006,2025-02-07,C0503,United Kingdom,SKU-710,Notebook Pack,2,70.87
INV-0503-007,2025-06-11,C0503,India,SKU-830,Coffee Beans 500g,1,174.93
INV-0503-008,2025-06-15,C0503,India,SKU-474,Desk Organizer,1,181.24
INV-0503-009,2025-06-07,C0503,India,SKU-638,Coffee Beans 500g,1,63.3
INV-0503-010,2025-07-26,C0503,United Kingdom,SKU-585,Coffee Beans 500g,1,77.52
INV-0503-011,2025-08-15,C0503,India,SKU-264,Yoga Mat,5,37.56
INV-0504-001,2025-04-23,C0504,India,SKU-213,LED Bulb,5,20.77
INV-0504-002,2025-03-15,C0504,United Kingdom,SKU-538,LED Bulb,4,23.04
INV-0504-003,2025-03-26,C0504,United Kingdom,SKU-822,LED Bulb,1,75.3
INV-0504-004,2025-02-14,C0504,India,SKU-280,Backpack,1,82.85
INV-0504-005,2025-07-30,C0504,India,SKU-380,Phone Case,3,39.39
INV-0504-006,2025-05-19,C0504,India,SKU-449,Water Bottle,5,33.7
INV-0504-007,2025-02-04,C0504,India,SKU-109,LED Bulb,3,44.34
INV-0504-008,2025-08-06,C0504,USA,SKU-387,Coffee Beans 500g,4,15.37
INV-0504-009,2025-05-26,C0504,India,SKU-732,Backpack,4,44.85
INV-0504-010,2025-05-03,C0504,India,SKU-255,Phone Case,4,37.51
INV-0504-011,2025-03-30,C0504,India,SKU-776,Notebook Pack,3,57.59
INV-0504-012,2025-11-17,C0504,United Kingdom,SKU-640,Phone Case,3,60.81
INV-0504-013,2025-02-27,C0504,USA,SKU-563,LED Bulb,4,21.6
INV-0505-001,2025-04-28,C0505,Germany,SKU-262,Desk Organizer,4,24.83
INV-0505-002,2025-06-14,C0505,India,SKU-263,Backpack,5,13.74
INV-0505-003,2025-05-07,C0505,United Kingdom,SKU-779,Notebook Pack,3,55.7
INV-0505-004,2025-03-29,C0505,India,SKU-407,LED Bulb,5,23.33
INV-0505-005,2025-11-17,C0505,India,SKU-571,Water Bottle,2,93.26
INV-0505-006,2025-11-28,C0505,Germany,SKU-156,Backpack,3,50.23
INV-0505-007,2025-10-21,C0505,United Kingdom,SKU-581,Coffee Beans 500g,5,32.99
INV-0505-008,2025-02-10,C0505,India,SKU-984,LED Bulb,3,45.7
INV-0506-001,2025-04-01,C0506,United Kingdom,SKU-948,LED Bulb,5,30.42
INV-0506-002,2025-05-16,C0506,India,SKU-947,Yoga Mat,2,100.51
INV-0506-003,2024-11-27,C0506,United Kingdom,SKU-418,Water Bottle,5,23.67
INV-0506-004,2025-01-11,C0506,United Kingdom,SKU-891,Phone Case,3,50.76
INV-0506-005,2025-05-10,C0506,India,SKU-142,Backpack,3,89.28
INV-0506-006,2024-09-13,C0506,Germany,SKU-254,Cotton T-Shirt,4,38.06
INV-0506-007,2024-10-27,C0506,India,SKU-230,Phone Case,5,42.01
INV-0507-001,2025-05-31,C0507,United Kingdom,SKU-574,LED Bulb,5,6.74
INV-0507-002,2025-02-03,C0507,United Kingdom,SKU-201,Coffee Beans 500g,1,20.81
INV-0507-003,2025-07-18,C0507,India,SKU-263,Yoga Mat,5,6.54
INV-0507-004,2025-05-25,C0507,Germany,SKU-643,Yoga Mat,4,9.3
INV-0508-001,2025-08-10,C0508,United Kingdom,SKU-853,Yoga Mat,3,11.87
INV-0508-002,2025-03-24,C0508,India,SKU-850,Desk Organizer,1,37.22
INV-0508-003,2025-04-30,C0508,India,SKU-477,Coffee Beans 500g,3,6.0
INV-0508-004,2025-04-21,C0508,India,SKU-783,Phone Case,5,7.02
INV-0509-001,2025-08-28,C0509,Germany,SKU-321,Cotton T-Shirt,3,31.59
INV-0510-001,2025-03-25,C0510,United Kingdom,SKU-151,Cotton T-Shirt,5,5.07
INV-0510-002,2024-11-15,C0510,USA,SKU-352,Phone Case,2,28.72
INV-0511-001,2025-03-21,C0511,India,SKU-349,Wireless Mouse,1,72.61
INV-0511-002,2025-11-30,C0511,United Kingdom,SKU-198,Notebook Pack,2,22.57
INV-0512-001,2025-10-05,C0512,India,SKU-231,Backpack,1,126.54
INV-0512-002,2025-04-12,C0512,United Kingdom,SKU-777,Water Bottle,4,16.96
INV-0512-003,2025-04-08,C0512,India,SKU-648,LED Bulb,4,40.1
INV-0512-004,2025-04-15,C0512,Germany,SKU-382,Yoga Mat,1,104.48
INV-0512-005,2025-03-14,C0512,USA,SKU-363,LED Bulb,1,187.9
INV-0512-006,2025-10-18,C0512,United Kingdom,SKU-917,Water Bottle,3,51.67
INV-0512-007,2025-12-12,C0512,United Kingdom,SKU-193,Cotton T-Shirt,2,103.47
INV-0512-008,2025-03-27,C0512,India,SKU-268,Phone Case,2,113.9
INV-0513-001,2025-05-07,C0513,USA,SKU-188,Coffee Beans 500g,3,25.75
INV-0513-002,2025-03-28,C0513,USA,SKU-610,Yoga Mat,2,39.88
INV-0513-003,2025-03-23,C0513,India,SKU-763,Cotton T-Shirt,1,63.29
INV-0513-004,2025-10-24,C0513,USA,SKU-130,Water Bottle,2,41.95
INV-0513-005,2025-08-14,C0513,United Kingdom,SKU-310,LED Bulb,2,26.14
INV-0513-006,2025-05-22,C0513,India,SKU-278,Notebook Pack,3,35.95
INV-0513-007,2025-10-13,C0513,India,SKU-948,Coffee Beans 500g,3,30.7
INV-0514-001,2025-01-11,C0514,India,SKU-767,Coffee Beans 500g,2,25.14
INV-0514-002,2025-06-15,C0514,India,SKU-849,Phone Case,2,14.14
INV-0515-001,2025-04-03,C0515,Germany,SKU-854,Cotton T-Shirt,2,28.75
